crop_id,filename,cluster_id,origem
20220417_152614_planta_2,20220417_152614_planta_2.jpg,159,0
20220417_152614_planta_3,20220417_152614_planta_3.jpg,283,1
20220417_152614_planta_4,20220417_152614_planta_4.jpg,286,1
20220417_152614_planta_5,20220417_152614_planta_5.jpg,285,1
20220417_152614_planta_7,20220417_152614_planta_7.jpg,68,0
20220417_152614_planta_9,20220417_152614_planta_9.jpg,60,0
20220417_152626_planta_0,20220417_152626_planta_0.jpg,308,2
20220417_152626_planta_1,20220417_152626_planta_1.jpg,308,2
20220417_152626_planta_2,20220417_152626_planta_2.jpg,289,1
20220417_152715_planta_0,20220417_152715_planta_0.jpg,285,1
20220417_152715_planta_1,20220417_152715_planta_1.jpg,308,2
20220417_152715_planta_10,20220417_152715_planta_10.jpg,26,0
20220417_152715_planta_11,20220417_152715_planta_11.jpg,198,0
20220417_152715_planta_12,20220417_152715_planta_12.jpg,295,2
20220417_152715_planta_13,20220417_152715_planta_13.jpg,208,0
20220417_152715_planta_2,20220417_152715_planta_2.jpg,218,1
20220417_152715_planta_3,20220417_152715_planta_3.jpg,38,0
20220417_152715_planta_6,20220417_152715_planta_6.jpg,208,0
20220417_152715_planta_7,20220417_152715_planta_7.jpg,287,1
20220417_152715_planta_9,20220417_152715_planta_9.jpg,208,0
20220417_152725_planta_0,20220417_152725_planta_0.jpg,206,0
20220417_152725_planta_1,20220417_152725_planta_1.jpg,275,1
20220417_152725_planta_2,20220417_152725_planta_2.jpg,288,1
20220417_152744_planta_10,20220417_152744_planta_10.jpg,204,0
20220417_152744_planta_11,20220417_152744_planta_11.jpg,311,2
20220417_152744_planta_13,20220417_152744_planta_13.jpg,311,2
20220417_152744_planta_3,20220417_152744_planta_3.jpg,203,0
20220417_152744_planta_5,20220417_152744_planta_5.jpg,204,0
20220417_152744_planta_6,20220417_152744_planta_6.jpg,205,0
20220417_152744_planta_7,20220417_152744_planta_7.jpg,205,0
20220417_152744_planta_8,20220417_152744_planta_8.jpg,272,1
20220417_152744_planta_9,20220417_152744_planta_9.jpg,287,1
20220417_152752_planta_1,20220417_152752_planta_1.jpg,206,0
20220417_152752_planta_2,20220417_152752_planta_2.jpg,281,1
20220417_152752_planta_4,20220417_152752_planta_4.jpg,312,2
20220417_152752_planta_5,20220417_152752_planta_5.jpg,204,0
20220417_152752_planta_7,20220417_152752_planta_7.jpg,205,0
20220417_152807_planta_0,20220417_152807_planta_0.jpg,316,3
20220417_152807_planta_1,20220417_152807_planta_1.jpg,287,1
20220417_152807_planta_11,20220417_152807_planta_11.jpg,280,1
20220417_152807_planta_12,20220417_152807_planta_12.jpg,203,0
20220417_152807_planta_15,20220417_152807_planta_15.jpg,308,2
20220417_152807_planta_3,20220417_152807_planta_3.jpg,210,0
20220417_152807_planta_4,20220417_152807_planta_4.jpg,208,0
20220417_152807_planta_5,20220417_152807_planta_5.jpg,205,0
20220417_152807_planta_8,20220417_152807_planta_8.jpg,317,3
20220417_152823_planta_0,20220417_152823_planta_0.jpg,287,1
20220417_152823_planta_10,20220417_152823_planta_10.jpg,288,1
20220417_152823_planta_11,20220417_152823_planta_11.jpg,289,1
20220417_152823_planta_12,20220417_152823_planta_12.jpg,204,0
20220417_152823_planta_2,20220417_152823_planta_2.jpg,204,0
20220417_152823_planta_3,20220417_152823_planta_3.jpg,289,1
20220417_152823_planta_4,20220417_152823_planta_4.jpg,287,1
20220417_152823_planta_5,20220417_152823_planta_5.jpg,289,1
20220417_152823_planta_6,20220417_152823_planta_6.jpg,204,0
20220417_152823_planta_7,20220417_152823_planta_7.jpg,280,1
20220417_152823_planta_9,20220417_152823_planta_9.jpg,206,0
20220417_152829_planta_1,20220417_152829_planta_1.jpg,206,0
20220417_152829_planta_10,20220417_152829_planta_10.jpg,210,0
20220417_152829_planta_13,20220417_152829_planta_13.jpg,210,0
20220417_152829_planta_15,20220417_152829_planta_15.jpg,317,3
20220417_152829_planta_16,20220417_152829_planta_16.jpg,275,1
20220417_152829_planta_2,20220417_152829_planta_2.jpg,210,0
20220417_152829_planta_3,20220417_152829_planta_3.jpg,270,1
20220417_152829_planta_4,20220417_152829_planta_4.jpg,208,0
20220417_152829_planta_8,20220417_152829_planta_8.jpg,210,0
20220417_152840_planta_11,20220417_152840_planta_11.jpg,287,1
20220417_152840_planta_12,20220417_152840_planta_12.jpg,210,0
20220417_152840_planta_14,20220417_152840_planta_14.jpg,210,0
20220417_152840_planta_15,20220417_152840_planta_15.jpg,272,1
20220417_152840_planta_17,20220417_152840_planta_17.jpg,214,0
20220417_152840_planta_19,20220417_152840_planta_19.jpg,210,0
20220417_152840_planta_20,20220417_152840_planta_20.jpg,210,0
20220417_152840_planta_22,20220417_152840_planta_22.jpg,210,0
20220417_152840_planta_3,20220417_152840_planta_3.jpg,210,0
20220417_152840_planta_5,20220417_152840_planta_5.jpg,210,0
20220417_152840_planta_6,20220417_152840_planta_6.jpg,60,0
20220417_152840_planta_7,20220417_152840_planta_7.jpg,275,1
20220417_152840_planta_9,20220417_152840_planta_9.jpg,208,0
20220417_152845_planta_0,20220417_152845_planta_0.jpg,209,0
20220417_152845_planta_1,20220417_152845_planta_1.jpg,280,1
20220417_152845_planta_11,20220417_152845_planta_11.jpg,211,0
20220417_152845_planta_12,20220417_152845_planta_12.jpg,214,0
20220417_152845_planta_13,20220417_152845_planta_13.jpg,209,0
20220417_152845_planta_14,20220417_152845_planta_14.jpg,209,0
20220417_152845_planta_15,20220417_152845_planta_15.jpg,209,0
20220417_152845_planta_17,20220417_152845_planta_17.jpg,275,1
20220417_152845_planta_3,20220417_152845_planta_3.jpg,272,1
20220417_152845_planta_4,20220417_152845_planta_4.jpg,306,2
20220417_152845_planta_5,20220417_152845_planta_5.jpg,210,0
20220417_152845_planta_8,20220417_152845_planta_8.jpg,209,0
20220417_152845_planta_9,20220417_152845_planta_9.jpg,209,0
20220417_152858_planta_0,20220417_152858_planta_0.jpg,214,0
20220417_152858_planta_2,20220417_152858_planta_2.jpg,196,0
20220417_152858_planta_3,20220417_152858_planta_3.jpg,206,0
20220417_152858_planta_5,20220417_152858_planta_5.jpg,211,0
20220417_152905_planta_0,20220417_152905_planta_0.jpg,211,0
20220417_152905_planta_2,20220417_152905_planta_2.jpg,280,1
20220417_152905_planta_3,20220417_152905_planta_3.jpg,311,2
20220417_152905_planta_4,20220417_152905_planta_4.jpg,281,1
20220417_152916_planta_0,20220417_152916_planta_0.jpg,196,0
20220417_152916_planta_1,20220417_152916_planta_1.jpg,272,1
20220417_153024_planta_0,20220417_153024_planta_0.jpg,273,1
20220417_153024_planta_1,20220417_153024_planta_1.jpg,45,0
20220417_153035_planta_0,20220417_153035_planta_0.jpg,30,0
20220417_153105_planta_0,20220417_153105_planta_0.jpg,39,0
20220417_153105_planta_1,20220417_153105_planta_1.jpg,28,0
20220417_153105_planta_5,20220417_153105_planta_5.jpg,277,1
20220417_153105_planta_6,20220417_153105_planta_6.jpg,151,0
20220417_153123_planta_0,20220417_153123_planta_0.jpg,18,0
20220417_153137_planta_0,20220417_153137_planta_0.jpg,41,0
20220417_153142_planta_0,20220417_153142_planta_0.jpg,162,0
20220417_153151_planta_0,20220417_153151_planta_0.jpg,52,0
20220417_153244_planta_1,20220417_153244_planta_1.jpg,295,2
20220417_153309_planta_0,20220417_153309_planta_0.jpg,59,0
20220417_153309_planta_1,20220417_153309_planta_1.jpg,273,1
20220417_153405_planta_0,20220417_153405_planta_0.jpg,280,1
20220417_153411_planta_0,20220417_153411_planta_0.jpg,312,2
20220417_153444_planta_0,20220417_153444_planta_0.jpg,112,0
20220417_153523_planta_1,20220417_153523_planta_1.jpg,208,0
20220417_153526_planta_1,20220417_153526_planta_1.jpg,35,0
20220417_153533_planta_1,20220417_153533_planta_1.jpg,208,0
20220417_153533_planta_2,20220417_153533_planta_2.jpg,226,1
20220417_153533_planta_3,20220417_153533_planta_3.jpg,124,0
20220417_153533_planta_4,20220417_153533_planta_4.jpg,69,0
20220417_153533_planta_5,20220417_153533_planta_5.jpg,185,0
20220417_153554_planta_0,20220417_153554_planta_0.jpg,48,0
20220417_153557_planta_0,20220417_153557_planta_0.jpg,41,0
20220417_153557_planta_1,20220417_153557_planta_1.jpg,307,2
20220417_153557_planta_2,20220417_153557_planta_2.jpg,69,0
20220417_153559_planta_1,20220417_153559_planta_1.jpg,111,0
20220417_153614_planta_0,20220417_153614_planta_0.jpg,23,0
20220417_153622_planta_0,20220417_153622_planta_0.jpg,317,3
20220417_153635_planta_1,20220417_153635_planta_1.jpg,131,0
20220417_153706_planta_0,20220417_153706_planta_0.jpg,82,0
20220417_153740_planta_1,20220417_153740_planta_1.jpg,264,1
20220417_153805_planta_0,20220417_153805_planta_0.jpg,41,0
20220417_153805_planta_1,20220417_153805_planta_1.jpg,41,0
20220417_153805_planta_10,20220417_153805_planta_10.jpg,75,0
20220417_153805_planta_4,20220417_153805_planta_4.jpg,35,0
20220417_153805_planta_5,20220417_153805_planta_5.jpg,28,0
20220417_153805_planta_6,20220417_153805_planta_6.jpg,28,0
20220417_153805_planta_7,20220417_153805_planta_7.jpg,276,1
20220417_153805_planta_8,20220417_153805_planta_8.jpg,297,2
20220417_153805_planta_9,20220417_153805_planta_9.jpg,10,0
20220417_153825_planta_0,20220417_153825_planta_0.jpg,312,2
20220417_153825_planta_1,20220417_153825_planta_1.jpg,221,1
20220417_153851_planta_2,20220417_153851_planta_2.jpg,208,0
20220417_153851_planta_4,20220417_153851_planta_4.jpg,75,0
20220417_153851_planta_5,20220417_153851_planta_5.jpg,18,0
20220417_153853_planta_0,20220417_153853_planta_0.jpg,287,1
20220417_153853_planta_3,20220417_153853_planta_3.jpg,75,0
20220417_153853_planta_4,20220417_153853_planta_4.jpg,18,0
20220417_153853_planta_5,20220417_153853_planta_5.jpg,18,0
20220417_153944_planta_0,20220417_153944_planta_0.jpg,166,0
20220417_153944_planta_1,20220417_153944_planta_1.jpg,277,1
20220417_154002_planta_0,20220417_154002_planta_0.jpg,30,0
20220417_154018_planta_0,20220417_154018_planta_0.jpg,277,1
20220417_154018_planta_1,20220417_154018_planta_1.jpg,249,1
20220417_154018_planta_2,20220417_154018_planta_2.jpg,303,2
20220417_154018_planta_4,20220417_154018_planta_4.jpg,18,0
20220417_154018_planta_5,20220417_154018_planta_5.jpg,32,0
20220417_154415_planta_0,20220417_154415_planta_0.jpg,38,0
20220417_154415_planta_1,20220417_154415_planta_1.jpg,307,2
20220417_154415_planta_10,20220417_154415_planta_10.jpg,39,0
20220417_154415_planta_12,20220417_154415_planta_12.jpg,234,1
20220417_154415_planta_13,20220417_154415_planta_13.jpg,151,0
20220417_154415_planta_3,20220417_154415_planta_3.jpg,69,0
20220417_154415_planta_4,20220417_154415_planta_4.jpg,248,1
20220417_154415_planta_5,20220417_154415_planta_5.jpg,151,0
20220417_154415_planta_6,20220417_154415_planta_6.jpg,151,0
20220417_154415_planta_7,20220417_154415_planta_7.jpg,151,0
20220417_154415_planta_8,20220417_154415_planta_8.jpg,23,0
20220417_154415_planta_9,20220417_154415_planta_9.jpg,39,0
20220417_154420_planta_10,20220417_154420_planta_10.jpg,279,1
20220417_154420_planta_11,20220417_154420_planta_11.jpg,151,0
20220417_154420_planta_12,20220417_154420_planta_12.jpg,38,0
20220417_154420_planta_14,20220417_154420_planta_14.jpg,35,0
20220417_154420_planta_15,20220417_154420_planta_15.jpg,23,0
20220417_154420_planta_16,20220417_154420_planta_16.jpg,160,0
20220417_154420_planta_2,20220417_154420_planta_2.jpg,149,0
20220417_154420_planta_3,20220417_154420_planta_3.jpg,39,0
20220417_154420_planta_4,20220417_154420_planta_4.jpg,39,0
20220417_154420_planta_5,20220417_154420_planta_5.jpg,85,0
20220417_154420_planta_6,20220417_154420_planta_6.jpg,222,1
20220417_154420_planta_8,20220417_154420_planta_8.jpg,149,0
20220417_154427_planta_0,20220417_154427_planta_0.jpg,195,0
20220417_154446_planta_0,20220417_154446_planta_0.jpg,260,1
20220417_154446_planta_1,20220417_154446_planta_1.jpg,173,0
20220417_154446_planta_3,20220417_154446_planta_3.jpg,41,0
20220417_154446_planta_4,20220417_154446_planta_4.jpg,14,0
20220417_154501_planta_0,20220417_154501_planta_0.jpg,116,0
20220417_154507_planta_0,20220417_154507_planta_0.jpg,116,0
20220417_154512_planta_0,20220417_154512_planta_0.jpg,279,1
20220417_154512_planta_1,20220417_154512_planta_1.jpg,68,0
20220417_154512_planta_2,20220417_154512_planta_2.jpg,68,0
20220417_154534_planta_3,20220417_154534_planta_3.jpg,173,0
20220417_154541_planta_1,20220417_154541_planta_1.jpg,116,0
20220417_154541_planta_2,20220417_154541_planta_2.jpg,84,0
20220417_154541_planta_5,20220417_154541_planta_5.jpg,312,2
20220417_154544_planta_2,20220417_154544_planta_2.jpg,173,0
20220417_154544_planta_3,20220417_154544_planta_3.jpg,192,0
20220417_154544_planta_4,20220417_154544_planta_4.jpg,154,0
20220417_154544_planta_5,20220417_154544_planta_5.jpg,197,0
20220417_154544_planta_6,20220417_154544_planta_6.jpg,260,1
20220417_154544_planta_7,20220417_154544_planta_7.jpg,193,0
20220417_154547_planta_0,20220417_154547_planta_0.jpg,249,1
20220417_154547_planta_1,20220417_154547_planta_1.jpg,45,0
20220417_154547_planta_2,20220417_154547_planta_2.jpg,109,0
20220417_154547_planta_3,20220417_154547_planta_3.jpg,154,0
20220417_154547_planta_4,20220417_154547_planta_4.jpg,290,2
20220417_154547_planta_5,20220417_154547_planta_5.jpg,278,1
20220417_154547_planta_6,20220417_154547_planta_6.jpg,312,2
20220417_154556_planta_0,20220417_154556_planta_0.jpg,290,2
20220417_154556_planta_1,20220417_154556_planta_1.jpg,193,0
20220417_154556_planta_2,20220417_154556_planta_2.jpg,193,0
20220417_154556_planta_3,20220417_154556_planta_3.jpg,290,2
20220417_154556_planta_4,20220417_154556_planta_4.jpg,174,0
20220417_154556_planta_5,20220417_154556_planta_5.jpg,82,0
20220417_154556_planta_6,20220417_154556_planta_6.jpg,48,0
20220417_154556_planta_7,20220417_154556_planta_7.jpg,312,2
20220417_154605_planta_0,20220417_154605_planta_0.jpg,312,2
20220417_154605_planta_1,20220417_154605_planta_1.jpg,51,0
20220417_154605_planta_2,20220417_154605_planta_2.jpg,312,2
20220417_154614_planta_0,20220417_154614_planta_0.jpg,154,0
20220417_154614_planta_1,20220417_154614_planta_1.jpg,174,0
20220417_154614_planta_2,20220417_154614_planta_2.jpg,51,0
20220417_154616_planta_0,20220417_154616_planta_0.jpg,197,0
20220417_154616_planta_1,20220417_154616_planta_1.jpg,174,0
20220417_154633_planta_0,20220417_154633_planta_0.jpg,162,0
20220417_154633_planta_1,20220417_154633_planta_1.jpg,279,1
20220417_154644_planta_1,20220417_154644_planta_1.jpg,260,1
20220417_154644_planta_2,20220417_154644_planta_2.jpg,278,1
20220417_154649_planta_1,20220417_154649_planta_1.jpg,194,0
20220417_154649_planta_3,20220417_154649_planta_3.jpg,159,0
20220417_154656_planta_0,20220417_154656_planta_0.jpg,173,0
20220417_154656_planta_1,20220417_154656_planta_1.jpg,122,0
20220417_154706_planta_0,20220417_154706_planta_0.jpg,307,2
20220417_154706_planta_1,20220417_154706_planta_1.jpg,174,0
20220417_154706_planta_2,20220417_154706_planta_2.jpg,159,0
20220417_154706_planta_3,20220417_154706_planta_3.jpg,195,0
20220417_154710_planta_0,20220417_154710_planta_0.jpg,260,1
20220417_154710_planta_1,20220417_154710_planta_1.jpg,154,0
20220417_154720_planta_0,20220417_154720_planta_0.jpg,136,0
20220417_154720_planta_2,20220417_154720_planta_2.jpg,242,1
20220417_154728_planta_1,20220417_154728_planta_1.jpg,260,1
20220417_154728_planta_2,20220417_154728_planta_2.jpg,69,0
20220417_154734_planta_0,20220417_154734_planta_0.jpg,195,0
20220417_154736_planta_0,20220417_154736_planta_0.jpg,208,0
20220417_154736_planta_1,20220417_154736_planta_1.jpg,279,1
20220417_154739_planta_0,20220417_154739_planta_0.jpg,72,0
20220417_154739_planta_1,20220417_154739_planta_1.jpg,72,0
20220417_154748_planta_0,20220417_154748_planta_0.jpg,136,0
20220417_154801_planta_0,20220417_154801_planta_0.jpg,174,0
20220417_154804_planta_1,20220417_154804_planta_1.jpg,193,0
20220417_154804_planta_3,20220417_154804_planta_3.jpg,174,0
20220417_154808_planta_0,20220417_154808_planta_0.jpg,260,1
20220417_154820_planta_0,20220417_154820_planta_0.jpg,39,0
20220417_154820_planta_1,20220417_154820_planta_1.jpg,106,0
20220417_154841_planta_0,20220417_154841_planta_0.jpg,118,0
20220417_154841_planta_1,20220417_154841_planta_1.jpg,279,1
20220417_154843_planta_0,20220417_154843_planta_0.jpg,289,1
20220417_154843_planta_1,20220417_154843_planta_1.jpg,279,1
20220417_154843_planta_2,20220417_154843_planta_2.jpg,160,0
20220417_154846_planta_0,20220417_154846_planta_0.jpg,26,0
20220417_154849_planta_0,20220417_154849_planta_0.jpg,74,0
20220417_154849_planta_1,20220417_154849_planta_1.jpg,72,0
20220417_154858_planta_0,20220417_154858_planta_0.jpg,277,1
20220417_154911_planta_0,20220417_154911_planta_0.jpg,174,0
20220417_154911_planta_1,20220417_154911_planta_1.jpg,277,1
20220417_154911_planta_2,20220417_154911_planta_2.jpg,192,0
20220417_154915_planta_0,20220417_154915_planta_0.jpg,-1,-1
20220417_154915_planta_1,20220417_154915_planta_1.jpg,75,0
20220417_154915_planta_2,20220417_154915_planta_2.jpg,174,0
20220417_154923_planta_0,20220417_154923_planta_0.jpg,174,0
20220417_154923_planta_1,20220417_154923_planta_1.jpg,193,0
20220417_154923_planta_2,20220417_154923_planta_2.jpg,174,0
20220417_154923_planta_3,20220417_154923_planta_3.jpg,231,1
20220417_154934_planta_0,20220417_154934_planta_0.jpg,159,0
20220417_154934_planta_2,20220417_154934_planta_2.jpg,86,0
20220417_154934_planta_3,20220417_154934_planta_3.jpg,233,1
20220417_154940_planta_0,20220417_154940_planta_0.jpg,86,0
20220417_154940_planta_1,20220417_154940_planta_1.jpg,159,0
20220417_154940_planta_2,20220417_154940_planta_2.jpg,193,0
20220417_154940_planta_3,20220417_154940_planta_3.jpg,233,1
20220417_154949_planta_0,20220417_154949_planta_0.jpg,72,0
20220417_154949_planta_1,20220417_154949_planta_1.jpg,82,0
20220417_154949_planta_2,20220417_154949_planta_2.jpg,151,0
20220417_154949_planta_3,20220417_154949_planta_3.jpg,162,0
20220417_154949_planta_4,20220417_154949_planta_4.jpg,82,0
20220417_154957_planta_0,20220417_154957_planta_0.jpg,173,0
20220417_154957_planta_1,20220417_154957_planta_1.jpg,194,0
20220417_155015_planta_0,20220417_155015_planta_0.jpg,154,0
20220417_155015_planta_1,20220417_155015_planta_1.jpg,269,1
20220417_155015_planta_2,20220417_155015_planta_2.jpg,279,1
20220417_155019_planta_1,20220417_155019_planta_1.jpg,162,0
20220417_155023_planta_0,20220417_155023_planta_0.jpg,162,0
20220417_155028_planta_0,20220417_155028_planta_0.jpg,72,0
20220417_155028_planta_1,20220417_155028_planta_1.jpg,161,0
20220417_155035_planta_0,20220417_155035_planta_0.jpg,72,0
20220417_155035_planta_1,20220417_155035_planta_1.jpg,75,0
20220417_155052_planta_0,20220417_155052_planta_0.jpg,38,0
20220417_155052_planta_1,20220417_155052_planta_1.jpg,191,0
20220417_155052_planta_2,20220417_155052_planta_2.jpg,227,1
